,exp_name,agent_id,batch,rewards,metacog,compawa,planning,metacog_con,compawa_con,planning_con,step
0,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,2,1,2,['A2'],"['B2', 'B4']","['C2', 'C3']",0
1,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,3,2,3,"['A1', 'A3']","['B1', 'B4']","['C2', 'C3', 'C7']",1
2,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,3,2,3,"['A1', 'A3']","['B1', 'B4']","['C2', 'C3', 'C7']",2
3,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,3,2,3,"['A1', 'A3']","['B1', 'B4']","['C2', 'C3', 'C5', 'C7']",3
4,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,4,2,3,"['A2', 'A3']",['B4'],"['C2', 'C3', 'C7']",4
5,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,4,2,4,"['A1', 'A3']",['B4'],"['C3', 'C5', 'C6', 'C7']",5
6,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,4,2,4,"['A1', 'A3']",['B4'],"['C3', 'C5', 'C6', 'C7']",6
7,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,4,2,4,"['A1', 'A2', 'A3']","['B1', 'B4']","['C2', 'C3', 'C5', 'C6', 'C7']",7
8,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,4,2,4,"['A1', 'A2', 'A3']",['B4'],"['C3', 'C5', 'C6', 'C7']",8
9,llm_baseline_full_p_price_3.log,gpt5,0,4.010082227600262,4,2,4,"['A1', 'A3', 'A4']",['B4'],"['C3', 'C5', 'C6', 'C7']",9
10,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,2,2,2,"['A2', 'A5']","['B4', 'B5']","['C2', 'C7']",0
11,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,1,3,"['A2', 'A4', 'A3', 'A5']",[],"['C2', 'C5', 'C6']",1
12,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,3,2,4,"['A2', 'A3']","['B4', 'B5']","['C1', 'C2', 'C4', 'C7']",2
13,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,3,4,4,"['A1', 'A3', 'A6']","['B1', 'B3', 'B4']","['C1', 'C2', 'C3', 'C4']",3
14,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,4,4,"['A1', 'A3', 'A6']","['B3', 'B4', 'B5', 'B6']","['C1', 'C2', 'C5', 'C7']",4
15,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,3,4,"['A1', 'A3', 'A6']","['B2', 'B4', 'B5']","['C2', 'C3', 'C6', 'C7']",5
16,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,4,4,"['A1', 'A2', 'A3', 'A6']","['B1', 'B3', 'B4', 'B5']","['C1', 'C2', 'C3', 'C5']",6
17,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,4,4,"['A1', 'A6']","['B1', 'B3', 'B4']","['C1', 'C2', 'C5', 'C3']",7
18,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,4,4,"['A1', 'A3', 'A6']","['B3', 'B4', 'B5']","['C1', 'C2', 'C5']",8
19,llm_baseline_full_p_price_3.log,kimi,0,79.810043015147,4,4,4,"['A1', 'A3', 'A6']","['B1', 'B3', 'B4', 'B5']","['C1', 'C2', 'C5', 'C6']",9
20,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,2,1,2,['A2'],['B2'],['C2'],0
21,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,3,2,3,"['A3', 'A4', 'A2']",['B2'],"['C5', 'C2', 'C7']",1
22,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,3,3,3,"['A3', 'A4', 'A2']","['B3', 'B2']","['C5', 'C2']",2
23,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,4,3,4,"['A3', 'A4', 'A2']","['B2', 'B3']","['C6', 'C5', 'C2']",3
24,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,3,3,4,"['A3', 'A4']","['B2', 'B3']","['C7', 'C5', 'C2']",4
25,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,4,3,4,"['A3', 'A4', 'A1']","['B2', 'B3']","['C1', 'C6', 'C5']",5
26,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,3,3,4,"['A3', 'A1']","['B2', 'B3']","['C7', 'C5', 'C2']",6
27,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,3,3,4,"['A3', 'A5']","['B3', 'B2']","['C4', 'C3', 'C5']",7
28,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,4,4,4,"['A3', 'A1']","['B3', 'B2']","['C2', 'C5']",8
29,llm_baseline_full_p_price_3.log,qwen,0,8.014801585452044,4,4,4,"['A3', 'A5']","['B3', 'B2']","['C3', 'C5', 'C7']",9
30,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,2,1,2,['A2'],['B2'],"['C2', 'C7']",0
31,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,3,2,3,"['A1', 'A3']",['B4'],"['C2', 'C5', 'C7']",1
32,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,3,2,3,"['A1', 'A3']",['B4'],"['C2', 'C5', 'C7']",2
33,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,3,2,3,['A1'],"['B4', 'B1']","['C2', 'C5', 'C7']",3
34,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,4,4,4,"['A1', 'A3']","['B3', 'B4', 'B2']","['C2', 'C5', 'C7']",4
35,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,4,4,4,"['A1', 'A3', 'A6']","['B3', 'B4', 'B1']","['C2', 'C5', 'C7']",5
36,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,4,4,4,"['A1', 'A3']","['B4', 'B3', 'B2']","['C2', 'C5', 'C7']",6
37,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,3,2,3,['A1'],['B4'],"['C2', 'C5', 'C7']",7
38,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,4,4,4,"['A1', 'A3']","['B4', 'B3']","['C2', 'C5', 'C7']",8
39,llm_baseline_full_p_price_3.log,goss,0,42.376739009549524,4,5,4,"['A1', 'A3', 'A6']","['B2', 'B3', 'B4', 'B1']","['C2', 'C3', 'C5', 'C7']",9
40,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,2,2,2,"['A1', 'A2', 'A4']",['B2'],"['C1', 'C5']",0
41,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,3,2,3,"['A3', 'A4', 'A1']","['B2', 'B4']","['C1', 'C7', 'C2']",1
42,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,2,4,"['A3', 'A4', 'A1']",['B2'],"['C1', 'C2', 'C7', 'C4']",2
43,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,3,3,3,"['A3', 'A2']","['B2', 'B3']","['C1', 'C2', 'C7']",3
44,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,4,4,"['A6', 'A3', 'A1']","['B3', 'B2']","['C5', 'C1', 'C2', 'C7']",4
45,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,4,4,"['A3', 'A1']","['B3', 'B4']","['C5', 'C2', 'C7', 'C4']",5
46,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,4,4,"['A4', 'A1']","['B4', 'B3']","['C1', 'C2', 'C4', 'C5', 'C7']",6
47,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,4,4,"['A3', 'A1']","['B4', 'B2']","['C5', 'C2', 'C7', 'C4']",7
48,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,3,4,"['A4', 'A3', 'A1']","['B2', 'B3']","['C5', 'C1', 'C2', 'C7']",8
49,llm_baseline_full_p_price_3.log,deepseek,0,39.173061862160345,4,2,3,"['A4', 'A3', 'A1']",['B2'],"['C1', 'C5', 'C2']",9
50,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,2,0,2,['A2'],[],"['C2', 'C3']",0
51,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,0,3,"['A2', 'A3', 'A4']",[],"['C2', 'C6']",1
52,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,1,3,"['A2', 'A3', 'A4']",['B2'],"['C2', 'C6', 'C5']",2
53,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,1,3,"['A1', 'A2']",[],"['C5', 'C2']",3
54,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,4,4,"['A1', 'A3']","['B2', 'B3']","['C5', 'C3', 'C2']",4
55,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,3,4,"['A1', 'A3']","['B1', 'B3']","['C5', 'C6', 'C2']",5
56,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,4,4,['A1'],"['B3', 'B4']","['C5', 'C6', 'C2']",6
57,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,4,4,"['A1', 'A3']","['B3', 'B4']","['C1', 'C5', 'C6']",7
58,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,3,4,4,['A1'],"['B1', 'B2', 'B3', 'B4']","['C5', 'C3', 'C6']",8
59,llm_baseline_full_p_price_3.log,goog,0,59.41620834424554,4,4,4,"['A1', 'A6']","['B3', 'B4']","['C5', 'C6', 'C7']",9
60,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,2,1,2,"['A1', 'A2']",['B4'],"['C2', 'C5', 'C7']",0
61,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,2,1,2,"['A1', 'A2']",['B4'],"['C2', 'C5', 'C7']",1
62,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,2,1,2,"['A1', 'A2']",['B4'],"['C2', 'C5', 'C7']",2
63,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,3,3,3,"['A1', 'A3']","['B2', 'B4']","['C2', 'C5', 'C7']",3
64,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,4,4,4,"['A1', 'A3', 'A4', 'A6']","['B2', 'B3', 'B4']","['C1', 'C2', 'C5', 'C7']",4
65,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,4,2,3,"['A1', 'A3', 'A4']",['B4'],"['C2', 'C5', 'C7']",5
66,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,4,3,4,"['A1', 'A3', 'A4', 'A6']","['B3', 'B4']","['C2', 'C5', 'C6']",6
67,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,3,3,3,"['A1', 'A6']",['B3'],"['C2', 'C5', 'C7']",7
68,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,4,2,3,"['A1', 'A3', 'A4', 'A6']",['B4'],"['C2', 'C5', 'C7']",8
69,llm_baseline_full_p_price_3.log,glm,0,77.0333621920077,4,2,4,"['A1', 'A3', 'A4']",['B4'],"['C2', 'C4', 'C5', 'C7']",9
70,llm_baseline_full_p_price_3.log,llama,0,11.174496283173944,2,0,2,"['A1', 'A2']",[],"['C5', 'C2']",0
